source,destination,amount,label
1310,941,6452.58,0
803,774,2034.18,0
319,618,720.47,0
1327,1044,9703.76,0
1195,1998,7921.74,0
1968,1313,8362.3,0
1440,1341,4839.55,0
446,1664,5297.08,0
8,1937,3006.42,1
1099,1678,5667.21,0
1173,876,575.67,0
60,1647,9832.43,0
1680,313,6641.94,0
463,1321,179.63,0
521,663,6938.52,0
1395,558,2711.17,0
1062,682,6384.61,0
47,1123,7799.38,0
475,1854,4450.35,0
582,1002,4356.1,0
821,1737,7493.09,0
781,1216,6348.88,0
1674,1909,3549.49,0
1077,1308,2380.42,0
1157,1826,9320.44,0
1246,734,1047.22,0
1081,130,5494.56,0
1516,625,7919.89,0
735,498,6851.26,0
611,973,9807.3,0
1470,1070,7587.52,0
1700,1934,5149.74,0
959,408,6891.19,0
1926,920,5489.28,0
490,1239,175.12,0
699,343,902.54,0
1146,1883,2359.83,0
735,60,7102.86,0
1772,981,2838.2,0
1670,1431,8201.16,0
87,1470,646.19,0
1586,177,1416.76,0
349,1500,6566.97,0
245,1801,5077.83,0
1885,1538,270.21,0
1065,323,9893.61,0
1546,311,4697.53,0
1790,489,3648.23,0
1465,1167,2820.68,0
258,1628,8389.94,0
10,512,2108.88,0
859,1459,2037.93,0
607,521,2347.68,0
1171,59,309.27,0
1617,1251,5632.15,0
607,1371,8600.91,0
472,1098,1231.87,0
1016,1131,803.6,0
1642,1696,6148.14,0
1273,1310,3060.13,0
1056,1060,6766.45,0
1363,893,4737.43,0
1416,456,448.35,0
841,785,1894.53,0
875,635,7787.43,0
437,1818,270.1,0
742,1576,7899.22,0
504,1895,6066.52,0
1125,887,8642.11,0
107,574,8097.99,0
1304,155,3802.01,0
1185,566,5225.58,0
398,925,3728.3,0
1644,1997,7506.32,0
1852,412,1034.9,0
189,1076,9633.74,0
1520,1808,8143.11,0
1644,597,3363.51,0
839,1842,7031.98,0
1825,1299,1595.12,0
261,359,2917.12,0
314,109,4868.76,0
251,855,5126.58,0
1392,335,6646.13,0
1327,657,5147.87,0
207,1072,7625.8,0
970,894,9195.24,0
494,568,1759.5,0
1790,414,8465.24,0
1763,1687,1681.89,0
344,1556,497.94,0
509,1776,5939.73,0
554,1861,2609.62,0
1463,91,3308.19,0
1770,170,5703.54,1
1671,1286,6989.92,0
1220,1961,6218.14,0
130,1263,7085.98,0
1379,348,4899.82,0
756,1876,6905.56,0
724,1316,7660.24,0
257,203,2720.19,0
1617,1143,7898.26,1
644,1647,5113.22,0
424,743,6235.44,0
1332,373,7931.31,0
515,1442,598.02,0
1384,1489,2550.99,0
489,164,9853.29,0
317,1470,3533.64,0
1083,1664,8743.09,0
393,836,1041.51,0
15,13,4276.6,0
19,325,5627.49,0
1145,1329,4982.33,0
1098,1540,9237.86,0
1198,1274,2123.8,0
376,1902,9015.01,0
1220,323,7258.63,0
124,1173,7212.2,0
1034,247,2848.68,1
618,605,6819.79,0
317,1790,7177.23,0
1360,467,343.84,0
1372,287,3038.67,0
1620,1513,351.33,0
1662,414,5444.46,0
184,415,5970.39,0
66,494,581.02,0
1085,1532,1362.94,0
1311,587,8079.94,0
127,1790,4816.67,0
1149,834,7156.32,0
1327,1951,6325.64,0
634,259,4177.04,0
771,1421,6712.4,0
509,326,3870.88,0
846,1639,6952.03,1
403,1208,9677.77,0
1229,539,6864.04,0
821,632,5572.23,0
769,1921,1321.3,0
4,273,9821.61,0
557,28,3589.31,0
1414,941,2801.21,0
1871,361,8527.95,0
1376,325,4184.42,0
466,1780,7552.19,0
117,281,5126.42,0
244,1622,9506.88,0
601,30,4920.4,0
788,338,1706.66,0
654,937,6757.25,0
522,324,6295.6,0
1576,1734,599.82,0
1628,955,1200.38,0
1262,5,9606.71,0
433,71,7916.72,0
47,562,6394.47,0
409,1404,1676.55,0
1867,364,6809.4,0
277,1345,6802.7,0
1856,805,2914.09,0
1213,1957,408.61,0
1723,1396,4462.38,1
789,1084,102.74,0
483,47,6538.76,0
983,1827,4206.81,0
450,1731,8630.68,0
1163,1273,4600.79,0
296,1137,1298.33,0
353,1563,2700.79,0
359,1859,1864.07,0
196,296,5908.84,0
1301,1192,2476.22,0
595,751,8288.05,0
1908,996,3060.08,0
324,101,1419.27,0
268,76,4176.24,0
1460,1334,1466.41,0
1283,6,412.21,0
322,925,9737.96,0
963,685,4349.19,1
649,906,2321.94,0
1918,1455,9598.09,0
1316,1278,2453.85,0
1797,1805,5144.12,0
1278,1186,8883.0,0
359,1184,1773.11,0
1227,1461,4017.96,0
1763,975,4106.14,0
612,1842,4043.77,0
10,612,1239.01,0
205,71,7292.39,0
188,1934,8941.89,0
440,518,7560.81,0
226,137,25.18,0
659,543,8873.23,0
586,1966,9503.37,0
1540,409,729.11,0
1039,1098,7787.76,0
1803,1748,6094.28,1
31,1291,7354.38,0
547,1060,4409.45,0
775,546,9477.82,0
1822,1439,9233.06,0
916,1711,6246.9,0
695,1144,4109.36,0
109,387,8164.65,0
740,1515,1157.02,0
1421,372,9597.58,0
1891,168,8250.83,0
989,843,6956.92,0
1469,638,6409.26,0
624,676,3242.67,0
658,947,5994.69,1
435,1419,5994.3,1
278,628,4816.18,0
602,244,652.1,0
357,1179,83.98,0
59,1186,3585.81,0
471,69,3681.53,0
535,951,2145.5,0
770,969,4263.51,0
1370,161,6767.83,0
38,1042,8619.41,0
914,1491,4160.11,0
1095,843,3889.22,0
18,477,1996.29,0
596,1317,3389.52,0
1848,117,5166.82,0
1999,1250,8168.34,0
1250,1810,3036.97,0
31,607,8193.79,0
696,346,3077.52,0
1965,17,8621.91,0
370,324,5142.18,0
461,1783,9616.54,0
1096,665,8181.06,1
847,537,1824.88,0
1540,895,4322.76,0
131,1854,4242.56,0
819,1301,8307.33,0
867,93,5910.6,0
787,1618,5053.06,0
1067,1720,9325.6,0
972,1759,5452.09,0
1430,645,7694.06,0
983,1115,7319.34,0
738,1737,848.34,0
963,89,9843.34,0
1283,993,6264.71,0
1013,24,7137.38,0
1655,1568,873.26,0
1078,1123,4865.33,0
138,1927,3470.36,1
97,1443,5240.45,0
1868,156,755.61,0
1283,676,3899.26,0
1528,532,6884.07,0
1158,754,4955.78,0
1572,1840,7581.03,0
1792,1482,1462.74,1
1486,1432,8198.66,0
328,1604,5555.91,0
1145,1999,5970.82,0
43,1996,4873.25,0
1604,1116,9778.24,0
459,1529,4057.12,0
1077,1452,4617.47,0
951,1780,361.95,0
1518,1195,4860.95,0
155,79,4068.23,1
1954,1700,6292.48,0
702,693,81.56,0
1751,149,3804.64,0
531,1988,3334.49,0
724,19,6867.48,0
1356,53,6645.72,0
854,1717,196.69,0
625,463,1155.73,0
473,1098,5145.87,0
1686,282,9086.0,0
527,1177,1606.12,0
1470,954,532.55,0
1547,1424,3374.73,0
53,384,2057.37,0
1935,384,3818.08,0
32,1654,3443.09,0
260,86,802.39,0
1614,2,7512.93,0
106,39,2445.19,0
1739,826,5792.92,0
1099,1789,2011.18,0
624,613,3303.61,0
819,899,5517.3,0
1917,164,455.68,0
1186,1554,4220.59,0
849,220,8050.98,0
1696,1705,2616.91,0
1735,242,6063.57,1
264,654,3196.89,0
1416,1331,3933.24,0
1496,748,5149.8,1
536,1232,6501.33,0
1599,560,4770.35,0
1986,440,5520.22,0
558,349,6841.42,0
484,379,7133.38,0
1728,1005,6055.06,0
1411,1625,5065.22,0
459,1665,3585.49,0
1675,534,6134.95,0
441,599,1213.86,0
1652,878,9481.43,0
1157,816,2386.03,0
1458,997,5310.39,0
1999,761,5131.8,0
1685,1819,1344.18,0
1757,931,9040.08,0
1835,1930,3994.33,0
948,1033,6057.59,0
1127,980,8849.2,0
1449,1353,4574.64,0
519,1518,5722.97,0
110,661,3336.49,0
1448,1733,3720.57,0
1538,547,8659.27,0
480,1658,2040.29,0
881,202,7315.81,0
325,82,2128.8,0
630,1418,9412.57,0
328,1320,288.15,0
1336,2,5354.98,0
1652,983,2195.21,0
1789,1796,5927.94,0
920,1565,6153.35,0
72,1170,1513.12,0
508,1274,8037.92,0
1150,464,5021.1,0
245,877,8703.35,0
1252,1615,239.59,0
364,1882,9158.55,0
1532,1006,8187.81,0
1381,1253,5041.09,0
576,1816,8961.18,0
305,286,7427.18,0
1425,146,2138.58,0
213,576,7528.43,0
1452,1970,7048.04,0
594,117,3955.07,0
1428,1143,8251.42,1
796,466,9277.32,0
1721,30,6369.75,0
1659,257,326.55,0
911,1087,119.91,0
765,1886,7003.38,0
1498,1271,2482.27,0
1499,422,6083.2,0
79,33,4201.62,0
1036,1645,3473.7,0
1711,489,9294.65,0
731,415,4724.22,0
1057,644,8857.18,0
683,1022,1281.85,0
747,358,641.55,0
577,1764,6327.65,0
989,87,8569.11,0
621,1470,2815.7,0
630,1777,9557.11,0
682,834,2767.13,0
1346,1556,2617.71,0
1918,1548,6263.8,0
1154,219,9848.64,0
691,97,9734.99,0
1283,1999,6966.12,0
725,293,3997.29,0
1594,51,4624.44,0
1727,182,3905.86,0
465,718,1990.6,0
1492,816,1336.97,0
910,1812,8614.57,0
352,1004,5881.89,0
1780,408,2491.52,0
1621,1349,1027.63,0
642,1840,6588.95,0
113,439,8579.16,0
1434,548,8764.68,0
1423,1132,2555.73,0
1888,1158,482.05,0
60,1767,3837.52,0
811,308,1427.01,0
84,567,2064.61,0
1687,369,5968.15,1
1225,1614,8300.21,0
489,1955,8655.46,0
259,1537,6378.5,0
1623,1712,5094.75,0
1850,141,6773.66,0
42,887,3705.55,0
114,501,463.09,0
648,1828,6559.16,0
1911,1246,895.65,0
1354,979,1518.41,0
1913,1824,9247.42,0
1350,824,3448.58,0
689,1511,1909.15,0
758,1864,2637.55,0
954,1592,6612.71,0
295,910,3219.44,0
888,874,6483.27,0
570,1614,3883.11,0
1099,1943,2526.59,0
139,1417,1248.75,0
709,960,3643.66,0
1626,915,9746.97,0
1676,1080,2506.52,0
730,1738,3250.5,0
1637,1435,8790.63,0
994,162,6916.29,0
53,1600,3592.43,0
1301,1896,917.34,0
628,136,1035.15,0
242,23,9931.42,0
229,1529,1570.8,0
1683,143,5508.99,0
85,1478,2965.86,0
455,803,6033.5,0
1421,367,6790.18,0
678,1695,9872.18,0
168,1332,3397.65,0
1179,607,2223.56,0
552,718,5494.16,0
724,549,7583.07,0
880,1938,5032.44,0
1805,426,1102.63,0
362,856,6364.62,0
769,783,5694.03,0
1250,32,9375.09,0
1058,324,4280.46,0
1473,169,3845.98,0
721,105,5238.29,0
191,1633,5176.67,0
1420,1659,6246.16,0
1666,75,2178.58,1
1593,1953,2010.91,0
1894,166,9767.37,0
1250,1400,743.03,0
1719,241,3930.33,0
1653,776,1765.99,0
1564,1160,7503.4,0
1139,547,2352.97,0
1914,52,6847.31,0
1257,544,2509.24,1
6,188,7986.12,1
188,78,8061.81,1
371,171,1984.99,0
141,1605,1564.58,0
1587,1599,3420.58,0
1328,927,8045.39,0
29,1272,8318.81,0
1940,887,8775.83,0
1160,357,4128.53,0
1462,1174,1474.05,0
1438,66,9421.0,0
440,523,8398.48,0
112,1432,4156.48,0
156,1661,4625.04,0
773,108,1442.26,0
652,1103,3294.83,0
51,1763,9136.54,0
210,1732,1698.88,0
1203,1332,6767.01,0
957,1176,3140.89,0
1064,704,8502.43,0
30,1311,1718.23,0
51,1817,9349.37,0
979,524,8169.79,1
1529,557,6273.62,0
34,735,7860.4,0
956,19,9009.29,0
111,998,3207.13,0
304,1035,8563.59,0
304,872,7899.6,0
683,1458,1110.34,0
1915,438,3622.67,0
1308,1769,9495.65,0
1464,390,2353.1,0
402,1524,2480.11,0
1766,1908,2917.47,0
627,1763,1896.13,0
454,1947,4627.35,0
1297,860,9773.95,0
110,1911,1420.67,0
1787,292,7877.84,0
1234,514,1259.06,0
1126,47,3765.22,0
1992,404,1012.27,0
1356,1180,6126.47,0
1498,999,8826.17,0
691,1687,6288.06,0
184,1869,2548.96,0
1291,1995,1312.8,0
669,845,2948.69,0
1660,1086,7855.42,0
477,153,2506.49,0
1017,571,356.98,0
196,999,1747.41,0
496,1319,497.06,0
105,65,6424.71,0
471,230,5115.91,0
1710,713,1450.96,0
477,935,305.84,0
1103,735,8025.91,0
1299,1677,2536.04,0
100,1587,6356.4,0
1190,1507,9670.22,0
1147,684,6290.2,0
1464,278,1030.41,0
1543,609,3041.46,0
759,479,5391.25,0
410,1035,8926.75,0
498,1468,1668.71,0
1914,719,9559.99,0
336,1333,2500.71,0
411,94,4837.23,0
881,1687,7229.9,0
224,890,2820.26,0
1606,619,4622.97,0
125,716,9705.88,0
1410,423,4638.63,0
390,375,2495.03,0
369,335,3770.97,0
283,1139,2955.25,0
677,411,2488.4,0
1682,1610,1005.32,0
469,1544,9031.12,0
1987,1865,8211.5,0
1647,1520,595.45,0
1045,1859,1723.78,0
1364,813,1816.33,0
778,866,3053.09,0
1637,378,5670.77,0
1386,422,2502.38,0
763,1233,7418.31,0
1115,689,7152.84,0
258,1122,5891.47,0
1110,241,8319.38,0
1079,930,7868.6,0
135,1076,497.97,0
344,457,2307.57,1
432,1159,3845.9,0
1442,53,9748.86,0
438,1843,7283.08,0
823,288,8330.65,0
754,210,7799.85,0
1594,145,9415.46,0
91,1023,1035.73,1
375,562,1227.23,0
998,624,3479.79,0
1312,497,4227.12,0
937,1399,4507.98,0
1377,174,2241.8,0
631,36,377.9,0
378,937,7029.73,0
964,588,8205.31,0
887,1677,6563.33,0
1516,659,7086.49,0
582,407,5063.99,0
871,1662,7963.15,0
805,422,2716.75,0
863,234,1715.65,0
1444,1369,542.01,1
1727,397,3062.66,0
679,889,8985.52,0
752,990,3133.41,0
736,1257,941.63,0
543,817,9519.17,0
1435,1624,9755.61,0
1685,1017,9992.74,0
453,0,1979.23,0
625,822,7465.36,0
450,1086,1259.53,0
1065,1050,9985.9,0
1080,548,9631.65,0
1678,1921,9356.26,0
1824,952,1432.3,0
1555,22,6470.56,0
1812,1242,5417.58,0
547,1934,7164.41,0
364,177,949.06,0
975,493,9699.97,0
620,407,7790.27,0
1114,349,2071.63,0
1237,271,6432.41,0
239,898,2547.27,0
1003,430,6744.01,0
1275,439,4135.44,0
98,1804,1121.13,1
1025,679,137.94,0
1515,1707,6046.17,0
9,887,5453.16,0
1032,766,7864.58,0
1315,1910,3204.69,0
196,1955,1280.83,0
620,374,1713.14,0
466,1650,9202.95,1
1562,277,9114.09,0
1212,387,8244.94,0
138,1036,9655.09,0
1405,1514,5160.24,0
575,1079,4114.22,0
1113,341,9743.2,0
136,83,3889.93,0
41,91,6641.61,0
703,799,3930.85,0
1571,918,5598.57,0
1504,667,9313.52,1
1299,1709,482.22,0
1434,187,2891.75,0
1132,1523,3217.3,0
1782,116,2030.27,0
597,651,4810.12,0
1312,1374,3219.98,0
890,687,7694.39,0
1576,109,6889.41,0
1560,520,539.88,0
652,1730,1511.43,0
221,1425,8246.47,0
1683,1173,4159.77,0
1126,1681,9144.2,0
1950,1998,5284.94,0
1140,1644,3162.66,0
1709,861,3371.92,0
629,1371,2767.46,0
1444,42,1377.45,0
922,1060,8005.5,0
1178,166,3691.1,0
788,726,8860.85,1
781,922,2669.25,0
1284,1678,9339.81,0
1058,592,927.89,0
941,113,8183.87,0
691,623,9103.79,0
1198,851,4855.65,0
669,1266,62.61,0
794,1889,6004.92,1
948,295,1409.89,0
706,757,7977.66,0
1239,667,1512.92,1
1686,1781,2082.24,0
680,1590,8161.52,0
691,1989,7781.17,0
709,872,6675.9,0
789,1899,9119.87,0
152,875,2310.23,0
541,1964,7538.16,0
411,1776,3461.47,0
1514,127,9303.39,0
594,1308,7004.53,0
1344,1589,3525.23,0
1459,345,9224.03,0
1827,681,538.13,0
1223,263,5834.53,0
756,1462,7659.94,0
368,793,8311.18,0
475,1834,2746.54,0
1374,1161,5680.42,0
117,1625,6892.96,0
25,1833,8731.79,0
1289,1948,5214.23,0
1799,1893,6480.5,0
646,1517,4769.04,0
744,1059,1900.72,0
1203,455,1634.77,0
1171,464,8128.78,0
300,779,5283.57,0
1747,1904,3549.58,0
1739,769,1287.64,0
1833,1104,3748.33,0
1660,1319,3635.78,0
1669,1415,1866.52,0
1888,331,4245.27,0
1236,1338,3791.64,0
1471,1650,4158.04,1
1891,1680,7430.82,0
241,1519,7469.22,0
542,704,7646.91,0
1522,436,4895.59,0
1097,1416,7510.87,0
1467,292,334.97,0
405,1542,2113.82,0
1931,607,6234.91,0
1228,356,3657.29,0
778,563,3209.86,0
1331,1849,1147.71,0
226,690,9384.71,1
1816,960,9607.95,0
20,726,7445.46,1
366,1088,9963.78,0
1123,251,7664.98,0
1994,1840,8183.63,0
731,1078,9017.13,0
1897,443,4410.3,0
1435,337,8951.55,0
1008,104,5538.69,1
1907,622,8032.76,0
319,1902,7851.37,0
963,1000,6786.72,0
1928,569,5525.61,0
679,1643,2270.3,0
1258,527,1221.7,0
745,805,9758.75,0
1724,1353,2129.58,0
1328,1716,422.77,0
1841,910,4558.11,0
184,1693,8494.68,0
1613,1386,3682.48,0
289,273,3114.47,0
1100,1789,4233.02,0
83,1382,8036.25,0
1631,1840,3458.31,0
203,1973,1542.72,0
135,796,8915.25,0
1324,1489,4057.93,0
889,883,5157.31,0
1241,101,541.62,0
317,1369,3312.17,1
6,1717,7453.21,0
1747,1064,8637.69,0
419,125,9142.78,0
608,1179,5614.33,0
854,1590,9050.74,0
1885,1735,4599.19,0
1059,1964,5802.36,0
546,1174,7397.39,0
1743,1907,4503.27,0
916,1903,5761.98,0
1853,700,2214.86,0
1611,1633,8407.7,0
784,1358,5265.7,0
1505,538,5951.63,0
47,431,5630.15,0
609,653,2019.19,0
1212,284,1512.51,0
631,199,1421.09,0
249,434,6559.64,0
353,1929,317.13,0
71,370,8229.87,0
546,341,2835.97,0
1068,1161,2783.21,0
1615,1257,5767.67,0
582,1646,9873.5,0
362,1025,8962.78,0
1656,1326,8334.49,0
1724,849,3463.83,0
1214,1093,400.58,0
308,571,1862.45,0
885,1478,747.22,0
144,1045,4514.9,0
1709,1794,5192.96,0
1372,1385,7587.56,0
925,574,7004.4,0
878,259,8705.44,0
498,1652,6068.32,0
1534,226,4222.26,0
1281,959,7503.68,0
1206,1883,8233.92,0
392,1354,4714.58,0
1567,777,136.43,0
1527,652,3551.75,0
1237,428,6037.91,0
1319,50,5198.96,0
957,975,2986.91,0
350,365,3660.24,0
125,702,8162.53,1
1055,1205,8247.25,1
1575,690,5697.36,1
630,1637,1580.07,0
618,1367,8080.31,0
1903,1905,7955.5,0
809,747,331.57,0
1824,1463,237.72,0
1358,1639,7441.94,1
915,689,2728.68,0
148,1976,2721.83,0
477,172,9966.74,0
141,57,4954.41,0
682,426,8857.25,0
475,127,7023.42,0
1754,1487,1208.57,0
1386,742,7453.88,0
1187,213,8382.01,0
867,1470,1223.9,0
1829,85,8033.33,0
1454,48,2828.97,0
1549,1366,7451.66,1
1986,1156,5473.66,0
385,76,5884.13,0
142,1777,554.95,0
569,1533,8232.28,0
49,755,6809.24,0
959,576,4768.38,0
1490,357,3199.61,0
1826,903,1087.05,0
560,1303,7345.47,1
162,1967,7172.58,0
176,816,1843.12,0
212,155,8149.16,0
171,383,5230.27,0
1747,1710,8681.94,1
1019,7,8471.55,0
331,672,9490.56,0
1951,108,9455.81,0
397,603,7327.62,0
930,1256,8184.65,0
1354,507,532.94,0
1531,706,5502.63,0
518,528,1867.61,0
1288,1857,4152.89,0
1615,658,9310.57,0
1895,1587,6390.39,0
1931,1642,7457.64,0
834,1086,5117.03,0
890,940,325.62,0
738,320,4485.64,0
1265,489,1427.17,0
512,548,8411.83,0
1485,688,5692.16,0
811,1220,4144.48,0
1881,882,8429.47,0
1651,1736,804.45,0
125,276,9354.99,0
887,1209,7733.15,0
1546,1038,1977.98,0
471,1957,214.03,0
1081,1521,2302.81,0
1338,1253,808.56,0
739,1803,9247.85,0
1927,43,7543.84,0
48,1255,4633.79,0
1965,1348,3279.72,0
590,1006,9386.3,0
1142,1273,9941.0,0
312,591,2168.18,0
308,862,2209.3,0
73,1778,2860.23,0
801,982,1339.91,0
1231,366,422.85,0
1226,1468,8808.44,0
270,865,7334.16,0
896,555,8890.16,0
678,210,1557.91,0
1954,1374,3834.63,0
275,1220,1750.63,0
602,269,8997.36,0
1177,1038,9174.63,0
392,1500,8748.44,0
1000,256,5597.56,0
534,1546,5627.38,0
1524,39,9761.0,0
1211,194,1641.89,0
1728,1730,4521.04,0
146,1551,1594.26,0
1492,495,2789.65,0
694,239,4749.74,0
486,1544,9357.68,0
1279,16,3789.58,0
139,1540,5983.7,0
611,1031,5691.13,0
1143,455,3469.16,0
434,1785,2770.77,0
1148,238,3305.58,0
504,1428,310.69,0
591,841,6463.6,0
274,811,4541.99,0
5,915,5860.61,0
1050,1096,737.23,0
181,1439,8309.32,0
925,211,4927.59,0
1947,828,3426.35,0
422,1437,4564.29,0
1225,1031,8263.76,0
342,1427,5386.69,0
1280,1517,2431.59,0
305,1757,6174.16,0
1539,782,5685.32,0
1589,1981,4940.28,0
796,853,6428.2,0
1633,1914,7880.14,0
159,1593,5943.5,0
762,1224,2654.54,0
1478,323,6138.52,0
1156,54,10.1,0
562,240,8453.89,0
1781,1103,4251.38,0
20,194,2392.87,0
433,699,710.9,0
709,1822,1532.25,0
1862,1264,666.47,0
1929,1211,5170.34,0
1131,980,9027.4,0
1023,1697,4005.11,0
1902,1233,4188.98,0
1824,1008,8247.36,1
603,1465,9451.3,0
1153,1132,9480.59,0
439,1442,7285.07,0
541,1795,4827.04,0
1286,1918,2272.17,0
1860,271,6673.51,0
75,1323,665.76,0
872,59,9490.51,0
852,1626,8154.9,0
986,1601,1336.69,0
633,1060,660.79,0
183,1245,4282.8,0
198,817,2287.49,0
1572,828,8749.63,0
1593,4,3356.49,0
1656,1782,2237.45,0
260,1339,5976.65,0
206,1261,273.66,0
1764,512,6545.59,0
1483,1092,2328.81,0
932,545,526.63,0
1889,647,7620.14,0
824,682,7106.21,0
50,1739,3299.46,0
