source,destination,amount,label
4671,959,4121.11,0
1973,4582,2553.42,0
32,4145,3056.79,0
4060,3230,9683.35,0
307,3629,3042.9,0
2320,2852,2648.0,0
4533,819,9128.73,0
4130,2756,7166.32,0
3814,4179,6391.53,0
4623,4211,9437.99,0
4025,2264,2290.73,1
2968,1728,5337.01,0
4157,1491,4719.14,0
43,3767,1541.36,0
3328,3718,9581.34,0
3744,2998,2455.47,0
1237,4243,5152.15,0
734,4435,4983.28,0
2171,1542,7743.36,0
625,4681,2993.19,0
4019,1483,6707.49,0
4525,1485,2380.75,0
2430,3244,9302.08,1
3767,2182,7929.44,0
2683,4954,5784.39,0
4607,1579,8569.45,0
4876,333,8888.49,0
69,4619,624.44,0
4051,2093,5253.17,0
2845,2556,7532.03,1
2992,3756,2979.58,0
3453,4312,5814.47,0
3572,3231,9344.95,0
1705,2396,8255.04,0
64,12,866.92,0
3821,2490,8990.35,0
1990,3286,2501.98,0
4932,773,5120.27,0
4871,3809,132.26,0
3381,3396,8064.63,0
2475,849,1645.62,1
2276,4693,2936.86,0
3143,2891,8756.52,0
4152,3438,6251.95,0
2529,2110,3405.88,0
3823,617,2328.61,0
4583,764,8270.76,1
2549,4642,8921.61,0
2222,1441,4864.39,0
1503,4701,565.38,0
4268,111,7679.04,0
2842,2038,6868.63,0
3444,1514,87.17,0
4450,2059,5544.31,0
2729,1658,7827.0,0
2253,1029,5573.44,0
4768,4898,5939.51,0
231,2778,9590.32,0
3813,4063,3590.21,0
967,1068,9244.68,0
447,4442,8703.0,0
1701,2356,2184.38,0
1503,272,2048.39,0
770,4893,21.09,0
429,2001,2947.69,0
667,1504,4940.91,0
4874,261,3050.34,0
1610,3324,4791.11,0
3416,2098,5033.19,0
985,2089,5660.21,0
4941,2713,7288.57,0
845,446,7864.97,0
2254,1351,2411.86,0
2446,1623,4009.69,0
3910,900,741.4,0
3783,3498,7076.64,0
1749,2300,2768.55,0
4642,819,9899.14,0
4682,94,8509.01,1
4190,590,1578.14,0
1168,2185,8940.31,0
1056,4771,1423.73,0
2982,2775,4657.0,0
3779,3212,6421.55,0
1701,3734,7114.15,0
4501,3572,4782.12,0
559,3699,2394.13,0
3519,2226,2348.31,0
3555,4276,5048.4,0
3404,986,912.31,0
904,299,2206.58,0
1297,2150,2066.2,0
4096,2157,82.7,0
2907,2153,9109.15,0
3296,992,8083.33,0
1555,2683,4395.17,0
1294,686,5090.19,0
1607,1641,4283.34,0
240,3870,1014.78,0
2052,1863,7306.22,0
538,4154,9302.04,0
426,4301,3185.98,0
1713,3681,4227.3,1
4356,268,6003.23,0
4754,3131,4826.77,0
4050,3440,7726.54,0
2822,427,4032.39,0
2085,2294,2069.87,0
4991,3170,603.7,0
645,4342,4757.9,1
787,729,6527.51,0
2768,1866,2254.02,0
2581,2279,3260.11,0
1814,2207,3345.51,0
1485,4664,8483.9,0
4580,1131,9003.91,0
4308,4141,8608.24,0
1498,126,8454.75,0
2188,2999,9852.36,0
819,3441,2294.32,0
193,3598,5954.95,0
4471,670,364.27,0
3511,2507,9535.34,0
3230,3527,1388.68,0
4522,4835,2454.41,0
2327,2107,2206.54,0
440,2725,6146.23,0
357,4868,4926.08,0
1459,1698,2882.8,0
1612,4934,1869.11,0
4285,812,339.79,0
3827,323,2677.96,0
1396,1240,1839.26,0
4095,1823,4007.82,0
1558,4631,5627.99,0
762,1545,2722.63,0
1450,2155,6675.61,0
4806,4698,4389.97,0
3677,3084,9117.04,0
1524,4488,1057.46,0
992,4951,1968.01,0
435,120,4863.54,0
2342,2413,6212.77,1
488,4435,4207.18,0
3673,4164,9793.66,1
2896,213,6078.97,0
4051,4906,7607.01,0
4620,1793,3119.26,0
2709,892,3587.71,0
4053,3992,3926.16,0
3792,2057,3695.53,0
1533,4739,6594.4,1
1602,3761,212.29,1
4746,1777,8981.15,0
3531,385,802.68,0
1177,1517,6481.52,0
4810,996,7131.21,0
4968,2308,359.45,0
1113,2326,1649.64,0
2741,3299,9859.95,0
1015,4251,5097.53,0
2787,1114,4594.02,1
2432,986,5656.55,0
1797,1939,8822.79,0
4051,2414,3715.52,0
3741,2199,2898.93,0
335,2382,357.62,0
1932,2726,8016.3,0
3331,2786,5112.15,0
4150,4670,6055.66,0
2456,432,9585.79,1
581,603,2936.89,0
873,3807,6749.55,0
4671,2432,8268.76,0
1658,2401,8147.02,0
1148,467,8187.12,0
3336,595,5826.2,0
432,3270,3744.73,0
4480,4489,105.09,0
1666,3828,1372.25,0
1481,3727,2938.08,0
354,3896,8536.87,0
1400,1820,4229.08,0
2765,766,4209.49,0
862,3496,5962.85,0
4162,1312,679.25,0
2834,1180,6408.2,0
4568,386,130.29,0
679,2147,8787.27,0
180,176,1543.75,0
2427,1926,1347.48,0
789,365,6251.12,0
1659,4666,5311.98,0
4122,1355,4373.23,0
2433,509,2828.86,0
4053,440,5172.77,0
2470,4360,9038.81,0
307,1406,7041.45,0
531,2242,9154.82,0
4412,1300,4954.52,0
612,2824,4321.75,0
42,2076,6366.38,0
3816,2791,3132.27,1
3602,4150,9900.16,0
2222,230,116.02,0
4112,979,4034.19,0
219,2228,3067.44,0
3324,3560,5636.14,0
4262,2468,6461.29,0
1977,3481,8083.06,0
2706,1626,104.6,0
1757,3163,3399.25,0
2399,4396,7620.43,0
4467,4898,6314.4,0
4991,1971,8749.76,0
2877,2250,8599.73,0
2445,3885,4145.2,0
3222,273,1488.35,0
1700,2142,7006.66,0
3492,1176,3634.98,0
3898,298,999.52,0
3021,4365,2344.71,0
4394,4616,4826.32,0
4199,3309,7574.11,0
1060,2647,5337.59,0
3445,4947,9937.55,0
2963,2601,5524.15,0
1183,1435,728.41,0
1730,2267,427.39,0
2196,3339,4643.73,0
4068,4668,5431.5,1
1435,2840,9262.93,0
2455,1152,6072.36,0
2715,4115,7387.53,0
1131,172,510.89,0
1117,119,9413.43,0
3565,1667,9237.2,0
1678,1682,1726.83,0
4372,1471,9337.52,0
2628,1552,5282.08,0
1721,1872,7644.18,0
3936,1194,4571.62,0
114,3373,1151.34,0
2259,784,6310.47,0
2939,3338,8894.33,0
2099,1785,3532.46,0
957,2217,8326.81,0
266,4235,4175.82,0
619,1150,1595.49,0
1904,4272,8327.01,0
2485,853,199.88,0
1384,1140,5108.47,0
3718,3463,8661.46,0
1367,1813,3895.66,0
2327,3158,2390.47,0
3900,1407,323.99,0
2309,420,3222.81,1
886,1514,714.28,0
3199,865,1828.7,0
2817,3140,3518.17,0
3591,2828,945.25,0
522,1656,2287.86,0
2517,1121,5895.7,0
2082,2037,2782.77,0
1084,91,5523.29,0
2060,4814,3500.75,0
4510,3052,9918.58,0
3273,3005,2978.6,1
3103,3452,2685.34,0
4730,3220,2830.05,0
373,4456,5379.63,0
1765,3388,2570.19,0
4196,2315,2001.33,0
864,1379,4799.07,0
3343,2814,3732.16,0
2732,3559,4694.49,0
4647,2507,9667.11,0
1128,2839,1546.92,0
3906,3161,441.74,0
1899,4489,7363.19,0
221,847,9903.2,0
2312,2011,8274.44,0
4813,143,197.7,0
3484,3944,9480.27,0
552,1456,5717.69,0
4521,345,9275.13,0
2269,2743,4714.8,0
2294,2523,9271.83,0
417,897,9949.44,0
644,269,1547.72,0
2246,1287,1720.26,0
2387,4185,6328.24,0
2190,3319,2227.52,0
2677,4508,3209.4,0
1872,3424,395.98,0
3316,2268,8816.84,0
2404,2240,6166.81,0
2212,4191,6258.28,0
4095,4170,3983.13,0
391,495,4425.1,0
4296,3794,8890.21,0
4996,2145,5064.71,0
1694,3812,7751.98,0
1021,3932,1211.57,0
4662,3715,1898.57,0
1140,3351,7795.32,0
1801,365,2240.98,0
35,4478,8821.47,0
3467,1957,5107.24,0
1711,4931,3478.61,0
2997,134,3528.94,0
2023,2989,8828.29,0
4232,2230,5852.77,0
434,4229,9668.16,0
1473,1625,5488.47,0
4326,3108,971.19,0
274,4333,5489.2,0
4967,986,7745.63,0
3090,3308,9391.22,0
1355,2837,5865.65,0
238,3918,3633.41,0
3309,762,7487.88,0
2347,3205,5974.21,0
4425,3493,416.67,0
3743,608,4733.82,0
1580,1938,9278.28,0
462,3966,9736.96,0
3242,1663,7445.27,0
889,2156,2735.99,0
1231,2055,5574.81,0
670,2298,1945.54,0
381,427,3748.95,0
4695,1129,1457.57,0
1380,3876,9596.31,0
936,1144,2786.27,0
527,4284,9151.94,0
3783,1473,8094.32,0
4034,4110,5956.87,0
2257,3419,2553.59,0
3310,35,4366.01,0
3334,3703,5184.75,0
3550,2586,1705.89,0
3448,827,6835.78,0
845,2460,9818.53,0
2625,1608,2220.18,0
3403,4038,2838.47,0
1995,694,9736.96,0
3006,625,1910.93,0
2065,1018,3749.5,0
2232,4685,8189.42,0
2535,2133,941.31,0
1344,249,5001.34,1
3352,2200,6760.41,0
4248,2008,368.56,0
4458,861,8166.03,0
3607,343,6326.27,0
239,3621,8284.25,0
1542,2236,6051.17,0
26,4082,7431.27,1
1722,2734,6194.33,0
4199,3046,5467.21,0
1891,1642,9235.59,1
3260,3278,3444.06,0
3248,1388,6991.56,0
2260,199,5277.31,0
164,765,8977.29,0
95,1902,9459.11,0
3013,2889,3996.2,0
3432,2959,4289.81,0
1816,3852,2095.38,0
3787,4614,2687.22,0
377,1298,3883.36,0
1024,3883,4729.23,0
3344,4781,7609.33,0
4405,1753,6147.17,0
3615,4034,6341.61,0
3758,2137,7460.72,0
4229,1826,9395.36,1
2362,773,2152.89,0
1658,4757,5617.58,0
991,4571,4520.72,0
4588,3753,7611.4,0
2078,913,6014.26,0
3538,3470,4650.9,0
646,3951,8379.21,0
2357,2803,5060.85,0
4106,1456,5249.86,0
1122,119,5544.42,0
3524,2175,3513.91,0
4423,2616,1454.83,0
2016,1567,8949.67,0
3111,2670,9664.19,0
107,190,687.39,0
3571,3695,9620.22,0
3670,58,3450.88,0
2811,1755,5123.68,0
3185,3408,2396.67,0
1853,4625,3985.92,0
2155,327,6059.55,0
2545,4387,2773.96,0
3741,4452,3050.29,0
1626,1713,9627.96,0
785,3245,5369.67,0
4570,1859,8910.16,0
1688,1162,1318.16,0
2783,4597,9032.09,0
70,1634,6411.54,0
2549,4731,6548.8,0
4772,1794,5536.55,0
2648,477,5718.39,0
1787,4011,6158.82,0
1706,4485,9319.08,0
2253,4650,8149.42,0
701,1000,6873.07,0
1754,639,6461.53,0
3976,1994,4034.06,0
2421,1370,501.49,0
1573,4072,4959.57,0
1007,182,7792.67,0
2033,2970,3137.45,0
3162,2061,5739.36,0
2687,733,5738.13,0
3273,3552,1578.07,0
1589,4351,9672.45,0
4081,1983,2161.26,1
768,1667,3520.91,0
4678,2457,3975.21,0
2262,4157,6484.26,0
4407,4021,9196.37,0
1491,4579,9792.05,0
2741,1968,2739.66,0
1799,2612,1790.69,0
1925,2787,5710.05,0
3312,4823,4443.64,0
2391,1385,9088.01,0
4799,1123,2413.2,0
3672,1848,5464.69,0
3972,290,7907.91,0
1490,4966,590.27,0
1936,1910,2143.86,0
4201,3071,7304.18,0
4758,593,9212.91,0
4886,4952,3721.86,0
1796,710,8517.8,0
3698,350,3938.7,0
2010,1891,8184.49,0
4288,2487,9768.42,0
4394,1428,754.87,0
3917,2633,365.82,0
895,663,775.64,0
2013,892,282.01,0
1994,4948,7787.11,0
1452,2537,3497.63,0
1795,1314,9816.35,0
3843,1950,7369.65,0
1362,2457,9837.54,0
2907,4742,7934.76,0
3684,3059,7941.46,0
4539,3915,5953.79,0
1269,3147,8459.62,0
392,2412,3210.77,0
160,4545,4181.72,1
622,48,2855.11,0
1093,1130,7073.13,0
4238,1236,4764.65,0
628,334,3385.83,0
627,2423,1305.49,0
4804,1440,6845.87,0
3666,426,61.07,0
1405,151,149.69,0
2988,3408,8912.54,0
224,3724,5410.47,0
2131,4997,7402.58,0
4289,4842,5167.27,0
1291,859,8011.92,0
213,689,1411.22,0
1541,3107,7911.48,0
2366,361,7649.98,0
1038,843,236.59,0
2010,1194,4045.75,0
4517,1363,1501.5,0
719,4816,7385.81,0
644,3018,3705.94,0
2348,362,501.64,0
4527,2303,9317.22,0
3591,838,6322.34,0
3930,723,2032.37,0
1252,100,1442.98,0
1343,4110,5443.07,0
4171,4761,9185.24,0
1049,3694,9314.21,0
2207,4823,2756.37,0
2862,3462,9692.25,0
4163,2395,8775.83,1
749,4281,9811.88,0
2275,3149,6052.61,0
3983,2415,9250.73,0
1256,2356,5836.88,0
4963,3564,4291.47,0
653,629,3579.88,0
1888,4207,7398.79,0
3818,1869,1147.31,0
4059,1317,6641.27,0
2429,3849,1391.25,0
3144,3351,6943.67,0
465,3237,7248.7,0
4377,1275,36.19,0
4803,3360,1555.34,0
4417,3985,3046.31,0
3264,100,5986.44,0
4114,4715,8699.14,0
3420,1380,597.3,0
2749,2586,1304.52,0
2247,4762,5449.9,0
4501,2050,251.27,1
3273,2475,5742.37,0
3185,4097,2935.75,0
2762,1433,6686.79,0
363,1897,9313.95,0
511,4272,9636.09,0
869,88,4309.04,0
2001,231,5928.3,0
162,4808,1774.59,0
3630,1878,6627.62,0
955,270,2720.13,0
264,2687,7779.45,0
89,3129,683.07,0
4645,2954,8216.67,0
1084,1434,32.16,0
2649,429,3915.08,0
4361,2484,4397.63,0
3730,1961,3130.17,0
3011,2397,201.14,0
4502,2777,6274.78,0
4424,861,1580.64,0
2886,4496,9634.66,0
3118,328,5939.46,0
965,1049,1284.75,0
4202,2988,507.89,0
1935,3930,9318.58,0
3760,3790,9269.14,0
677,534,826.59,0
2369,1901,5026.24,0
1419,3741,1507.92,0
4948,4156,5304.47,0
3557,2051,9020.21,0
4069,716,9841.72,0
1208,4608,5237.3,0
4544,186,2700.81,0
2187,3579,6366.2,0
3264,3014,6796.77,0
297,1170,5639.64,0
599,382,5094.59,0
4907,2089,8265.84,0
3032,4770,293.08,0
796,905,7333.03,0
199,1659,3020.32,0
1003,1927,904.0,0
579,3271,267.65,0
1624,2389,3859.08,0
1687,1812,9811.16,0
1007,71,8960.29,0
166,674,3342.52,1
3357,3831,239.35,0
1890,4111,5665.05,0
2847,1246,4435.5,0
827,3335,369.16,0
3324,1204,9043.22,0
4035,1317,9288.04,0
218,3333,1712.06,0
4786,4464,673.69,0
2040,2356,3017.42,0
2438,304,5906.93,0
3543,1228,3654.34,0
4625,3737,3609.33,0
4010,965,6874.44,0
940,1848,6812.45,0
3810,3516,3129.53,0
811,4700,5635.04,0
2365,3813,4880.92,0
4041,4205,8459.54,0
3640,1262,4321.4,0
398,3166,5903.81,0
2170,2374,1255.36,0
3392,1836,4911.42,0
3840,1083,9291.53,0
1146,3232,4514.83,0
1038,1600,7952.5,0
3436,1040,9661.35,0
3202,1573,8239.53,0
3849,4511,3618.73,0
3733,4828,6413.86,0
4212,2372,7636.65,1
4439,2828,5341.44,0
180,375,7089.2,0
4282,1386,9198.92,0
3438,179,2364.5,0
1736,328,4236.22,0
1384,1445,5608.78,0
2330,1773,2464.39,0
2471,1705,5916.61,0
2654,2,2664.25,0
3528,52,9270.11,0
1796,1646,2250.13,0
2149,3962,1989.05,0
4504,4693,8363.78,0
4431,1091,3342.44,0
353,4026,7612.45,0
4853,4582,4768.27,0
3272,439,4712.5,0
4132,2705,2041.43,0
111,1849,5405.16,0
1942,962,7713.54,0
19,3999,2204.94,0
2641,1804,2851.64,0
666,1138,3888.25,0
3272,2254,1797.94,0
315,1301,7355.08,0
119,567,5212.04,0
3921,4246,9241.03,0
78,3007,6813.84,0
4570,2479,4730.01,0
4208,1401,1904.52,1
4697,2372,5298.05,1
529,970,4449.99,0
4523,2621,4348.85,0
1531,443,1730.23,0
1480,4426,1941.55,0
3012,2859,2185.48,1
4423,2333,6590.47,1
1054,706,5441.92,0
2282,3718,6362.42,0
884,4220,5802.06,0
1862,3858,1260.25,0
4365,2351,1318.73,0
3369,3493,519.75,0
41,2488,3581.48,0
3601,3267,6585.04,0
2921,4786,7085.26,0
641,1639,401.22,0
4671,2806,6160.17,0
757,427,4846.25,0
2929,4009,1809.64,0
2441,827,3074.39,0
1895,3999,5248.31,0
4833,519,3251.33,0
4688,1153,1823.26,0
491,3732,1631.11,0
1799,299,6249.48,0
650,3778,7798.25,1
1686,4818,8363.86,0
3990,4900,2794.31,0
2550,3479,9051.41,0
2860,2657,3121.48,0
2935,3965,3723.44,0
2488,1538,8237.85,0
913,460,5040.71,0
1776,704,4527.08,0
1036,44,6772.36,0
1224,2970,638.88,0
2297,1249,9423.19,0
2910,2496,5104.56,0
3564,864,6630.97,0
4349,2699,8772.14,0
1887,4134,3778.77,1
672,3709,9867.52,0
4327,4467,8943.2,0
3221,1073,4352.47,0
2758,4607,1686.1,0
4292,69,6927.66,0
38,4649,6598.61,0
4617,1991,1328.44,0
1884,4651,1647.29,0
4610,2450,7980.39,0
1540,1037,6770.0,0
4839,2382,154.82,0
2945,1719,3478.24,0
3523,3986,9672.65,0
2114,4107,9160.84,0
2704,2214,2985.21,0
4268,4518,2065.81,0
3238,1366,8465.42,0
435,64,9936.17,0
2136,4920,2012.84,0
972,841,1933.69,0
4803,2579,9633.33,0
3359,2097,984.89,0
144,3536,4186.43,0
3722,4751,9404.42,0
4461,3782,7445.81,0
2354,2588,4333.86,1
3541,3771,5391.25,0
735,3550,362.08,0
2675,2172,773.35,0
3246,1906,8194.41,0
4211,2006,1016.63,0
3908,3527,2572.74,0
2768,3127,1949.55,0
2992,3551,8806.49,0
3959,3591,401.32,0
1690,860,2890.33,0
1018,945,9160.76,0
2262,3059,8168.93,0
2400,1366,707.17,0
2938,1538,4595.93,0
4690,4084,2468.16,0
4929,4672,8062.26,0
2175,2713,9336.35,0
34,3973,633.46,0
2564,756,7165.14,0
4840,2872,2661.35,0
3573,1298,3713.78,0
3323,1447,3420.73,0
4203,3963,4621.82,0
1204,4971,7287.88,0
4413,188,7792.12,0
3006,2841,1137.49,0
3600,1723,7591.1,0
3367,3627,5030.92,0
2397,1537,8196.68,0
2256,4976,6151.25,0
2265,335,2056.58,0
169,3999,6535.04,0
3095,4082,9244.13,1
1565,3875,7138.12,0
2129,1301,6877.77,0
3594,1271,7644.5,0
3670,1265,6903.04,0
950,2603,9673.18,0
2477,2503,604.43,0
157,4891,4093.01,0
2058,3022,1376.12,0
614,3768,7222.59,0
4122,1261,6701.95,0
4847,4975,8826.65,0
594,4793,7903.49,0
1377,1972,444.32,0
4837,1335,2126.86,0
582,2148,8357.77,0
1968,1390,1623.25,0
4557,3211,1956.44,0
1409,4818,4942.64,0
2090,4223,5312.97,1
66,44,6075.58,0
3545,2227,1187.04,0
2876,461,918.92,0
757,2930,6928.38,0
4309,4846,6491.21,0
3827,467,772.76,0
191,3052,1569.23,0
4957,1670,3513.85,0
910,2347,2019.45,0
2270,470,2859.64,0
4356,3199,7918.31,0
1716,3242,469.57,0
18,3918,3020.99,0
2538,2830,2306.66,0
4625,480,6637.32,0
2964,1239,9290.77,0
3159,468,3436.45,0
2389,2109,5278.52,0
3227,2426,1799.67,0
2158,1206,8999.65,0
2956,2003,3567.95,0
4271,685,2092.82,0
2519,1921,4806.25,0
4661,3317,4999.15,0
170,2221,1937.55,0
1618,3517,7543.8,1
1781,1470,5318.57,0
1616,4407,1335.66,0
742,2834,3797.57,0
3864,19,8843.84,0
4534,2703,4446.23,0
2295,2631,1286.9,0
2012,2361,6862.35,0
3989,1950,3947.84,0
300,3636,3799.57,0
3028,2706,9597.84,0
4402,1177,5963.78,0
135,1632,113.1,0
767,1936,8179.23,0
3588,3983,2389.72,0
1578,2229,8551.05,0
2011,694,7819.75,0
133,1523,3518.2,0
2842,1352,9617.82,0
4518,4882,7426.8,0
1421,1186,6244.78,0
3341,919,2559.22,0
675,1861,7207.11,0
18,1712,6871.66,0
998,939,6824.13,0
1598,4807,4845.72,0
3459,149,9526.85,0
4991,4252,4289.29,0
4248,3229,3831.71,1
2684,326,519.35,0
2476,3125,2533.19,0
4495,3590,8720.0,0
4439,4654,9296.03,0
1504,2887,2737.36,0
416,2472,6783.01,0
4381,1991,2326.52,0
2323,567,5405.97,0
1176,768,7865.25,0
3224,2095,4667.29,0
2,4008,1916.78,0
3425,469,1920.66,0
2016,4029,897.88,0
4597,1760,4030.04,0
4401,211,9714.43,0
747,4194,9599.95,0
454,3579,3530.89,0
3754,103,6926.67,0
43,4379,3492.02,0
4563,1433,4162.29,0
4176,2507,9438.08,0
4159,1690,3007.07,1
4749,2355,7821.44,0
1518,280,2626.91,0
2269,334,2520.84,0
1114,2245,9426.57,0
2728,3450,283.55,0
3052,1771,7859.07,0
977,833,8472.12,1
3405,691,4906.35,0
1801,1608,2887.34,0
2302,1779,7117.75,0
4529,3970,8740.72,1
1787,2896,6318.34,0
4508,3131,2784.1,0
3085,4855,2530.05,0
1998,2701,1234.73,0
1189,556,7595.31,0
228,514,5594.16,0
2719,21,5031.14,0
3645,1899,827.05,0
1270,4348,4291.42,0
2545,3489,9490.86,0
754,2607,6921.32,0
3941,4918,4266.02,0
1568,1638,9486.31,0
4347,2682,141.93,0
1310,3934,3386.53,0
885,2115,1115.56,0
1099,1067,9339.77,1
3984,2791,1445.63,1
4121,2895,5131.64,0
2760,2212,6430.39,0
2461,4699,1006.18,0
2883,4962,2711.64,0
2701,3016,9585.08,0
37,2785,1789.37,0
3129,3230,7265.9,0
2690,4663,6053.84,0
4182,3542,1703.24,0
3774,1460,1091.62,0
2289,3521,5610.79,0
2698,1392,8573.12,0
1188,1697,684.15,0
2045,4249,3799.79,0
1614,1044,700.27,0
4216,505,9611.94,0
3695,555,4551.41,0
1138,4649,4494.21,0
3763,200,7630.0,0
1149,470,2325.54,0
1404,3712,90.11,0
2155,2148,8333.36,0
3017,1195,7732.75,0
690,3060,3913.35,0
458,3733,478.57,0
1368,1518,8212.51,0
4392,985,9731.12,0
3127,3297,5009.86,0
951,173,3781.66,0
3529,1504,1065.36,0
4984,4687,981.39,0
1236,2526,3113.37,0
4439,3227,6172.01,0
3280,2582,4519.21,0
3691,2905,9984.37,0
830,2264,3905.74,1
3866,1693,1829.57,0
1404,1070,4822.62,0
4758,352,2478.94,0
4694,4945,1390.4,0
2054,2045,7980.15,0
4268,4204,15.98,0
348,179,9215.15,0
4199,4595,4052.03,0
2203,1152,6561.86,0
2182,2012,1236.11,0
3055,2667,2419.93,0
2087,4394,2052.16,0
1395,3879,4561.36,0
928,2276,6610.32,0
2774,2879,9761.36,0
4632,1740,7289.11,1
4062,3180,1565.63,0
4802,4300,220.58,0
4417,1620,7779.37,1
2603,4940,5573.18,0
2892,1487,7206.34,0
116,13,4908.46,0
3857,1498,960.9,0
3342,999,6894.46,0
1942,2633,1778.59,0
3691,3572,3327.08,0
1002,1229,8801.36,0
4000,1819,3703.26,0
4084,2235,8643.69,0
3928,4996,6394.27,0
4554,4360,8097.88,0
1456,1947,8009.7,0
2413,3628,6727.22,0
4633,2732,9407.94,0
1216,1691,5993.79,0
3963,2035,3973.71,0
3296,2933,5046.24,0
1683,1734,6362.47,0
2909,2065,6514.32,0
4908,4289,4259.29,0
4165,1258,2622.82,0
3696,1894,4683.1,0
2517,3287,2636.39,0
2473,835,8248.05,0
2799,444,2354.75,0
3570,2858,7926.45,0
843,2642,3026.0,0
130,512,8196.83,0
3153,4920,8314.3,0
4425,4719,5123.79,0
4642,183,7667.13,0
4723,537,613.47,0
1615,1379,4290.12,0
2699,269,1412.37,0
943,290,4471.93,0
4405,3559,9442.33,0
839,4467,6605.3,0
1500,2085,9230.4,0
3171,1586,6445.7,0
1708,4257,5365.9,0
4723,4983,3098.14,0
2859,134,7507.87,0
4603,3918,276.59,0
4844,3257,4720.26,0
142,3181,748.97,0
2132,3753,6449.98,0
580,4638,3039.37,0
2467,1082,7146.99,0
4838,4684,6731.37,0
3483,3981,9427.24,0
579,2768,4216.07,0
1688,2456,694.46,0
1660,1469,2530.14,0
4027,2815,8128.81,0
2611,583,3642.37,0
